type,years,Canada,USA,Mexico,Central America,Brazil,Rest of South America,Northern Africa,Western Africa,Eastern Africa,South Africa,Western Europe,Central Europe,Turkey,Ukraine region,Central Asia,Russia Region,Middle East,India,Korea,China,South Eastern Asia,Indonesia Region,Japan,Oceania,Rest of South Asia,Rest of Southern Africa
aboveground,1992,63431.18384,275510.8399,19243.36181,4069.02619,32628.88175,37589.60711,21807.94749,14318.27653,7754.645379,23647.96791,187078.427,70659.64488,14643.4034,88910.65328,37138.13437,166682.8008,27723.75079,62986.92468,3093.300316,50284.23768,7412.458199,3742.507916,17426.33754,21194.41493,12451.56673,12717.53989
aboveground,1993,64678.6059,288409.0012,19997.75887,4137.755045,34108.4034,40420.29642,23018.21691,14242.60478,8201.798745,24055.77767,190436.7298,70075.95572,16258.85085,89999.21584,37034.88848,170008.4942,28918.50565,66881.61127,3244.163604,54491.01011,8351.56915,4021.624367,18052.76887,21485.47608,13135.45297,12659.55065
aboveground,1994,64679.89716,300713.7478,20808.86564,4286.094414,35049.95599,43677.68489,24571.18478,14166.9332,8414.657227,24538.57824,192472.3957,69661.90601,16527.60583,91272.29237,37764.53494,172190.5397,30616.15643,76156.29133,3420.475979,61879.09593,9486.006441,4377.591622,18470.91392,22239.79404,14881.14565,12601.55935
aboveground,1995,64958.30322,317151.0782,21768.62606,4542.470748,36460.67925,45795.83317,26108.19595,14392.13986,8689.500051,25861.67166,193509.1947,71571.09313,17545.31401,92334.30837,37446.63755,174097.0066,32471.81355,80427.22297,3730.189516,70009.29955,10495.81239,4876.728488,18827.67913,23249.31268,15596.96782,12543.57062
aboveground,1996,68650.44004,325765.2094,23617.18798,4878.754887,37958.91216,48052.58819,29047.20893,14968.17496,9311.697084,27184.75697,197336.1255,73806.46462,19627.63704,93396.33542,37128.73013,174477.8455,35413.18748,86134.42721,3917.446242,74697.8687,11686.67883,5121.380785,19670.56214,24294.94299,16137.40289,12633.2676
aboveground,1997,68981.48125,320249.1105,24473.79809,5269.14782,39633.61476,51875.95401,31077.28284,15119.96957,9453.611301,28424.94996,202023.6438,75135.54432,20159.52329,92700.53247,36810.82271,172795.9719,38553.16259,97179.43367,4283.212196,80413.4807,12533.89901,5568.316212,20308.25736,25493.50163,16549.29064,12806.21828
aboveground,1998,69306.40413,315294.0757,25664.4296,5547.609623,41215.26293,53225.0195,32290.2833,15474.43332,9973.154983,29095.00567,207564.2993,76916.10467,21504.90774,93659.1483,36492.92532,172322.4174,42698.10787,106891.9353,4951.717351,87139.67265,13513.20131,6550.555079,21289.04079,26675.6263,16717.82483,15992.48068
aboveground,1999,69305.19723,310808.9106,27456.79753,5965.665858,41351.72693,54114.62523,34178.54936,15828.89691,10482.52326,29690.06908,213356.8535,79541.43972,21949.26109,92963.34535,36175.0179,172155.0369,46705.92307,115355.6632,5364.654868,89211.81607,14876.0376,7424.399964,21916.80912,27454.0103,16897.35223,17380.32716
aboveground,2000,70701.0657,311659.609,28440.23666,6147.597566,43676.11692,56405.12254,35340.98284,16152.60513,10828.56828,29444.84114,221228.1085,81840.06896,22266.03248,92267.55143,35857.11047,171995.1115,50425.26849,122597.8304,5600.938609,92397.95522,16088.55804,8730.437974,22028.62605,28252.31015,17761.12122,20149.37751
aboveground,2001,70146.4437,319796.3532,29338.73769,6263.055183,44495.91345,57052.60977,36197.85304,16737.88586,11169.65719,29200.37262,225305.6246,83568.41228,23452.06188,91602.90994,35539.21309,172056.4029,53964.78127,127590.6385,5922.490407,97028.75491,17040.73368,9936.196354,22297.27958,28854.46462,18311.94174,21242.01125
aboveground,2002,71110.69886,327352.7569,30235.80597,6542.565281,45785.60488,59472.29399,38550.29509,17934.06032,11509.60159,28958.23466,230065.0549,86839.97906,24585.20494,90916.96644,35221.30566,171970.377,58415.45163,128247.3957,6186.583533,105676.1133,18464.92613,10880.59385,22566.89904,29195.01871,19274.76563,22366.94988
aboveground,2003,71912.99087,333296.5789,30936.25371,6901.177435,49019.15055,61869.74866,41440.57278,18503.98579,11684.07739,28879.26159,233376.7395,90236.63066,25851.8531,90229.19785,34903.39824,171373.335,62904.45893,130243.7569,6334.427651,117318.4112,20079.46287,11694.91359,22724.0898,29929.15221,20008.83938,23590.32089
aboveground,2004,71783.83294,338265.39,32475.31885,7136.455794,51218.64829,66357.16212,45717.8676,19524.68929,11686.69405,29615.08471,237730.3936,93394.23126,27118.59731,89551.38246,34585.49082,171564.9761,68515.53921,134619.996,6431.932802,130365.4681,21844.93918,12362.05781,23163.75013,30922.88289,20934.49736,25452.67592
aboveground,2005,72243.50143,342223.5321,33755.24392,7730.143693,54807.55521,69754.30846,49964.33037,20536.49293,11674.81864,30993.63902,243689.7761,97262.29602,28461.49301,88861.29513,34267.59343,171150.282,73265.2431,140587.5801,6751.633337,148598.2026,23540.14207,12654.58738,23832.95487,31648.63996,21436.79618,25744.79996
aboveground,2006,72891.69777,343516.6292,34704.29675,8366.004348,58947.46132,72861.16726,54034.71015,21362.33973,11791.22769,32350.0718,249563.8888,100981.4456,29049.73567,88113.22053,33927.33784,170410.1324,76834.98294,147777.1796,7116.197758,167619.2698,24970.45424,13220.74854,24182.84351,32074.60917,22550.90785,26010.05568
aboveground,2007,73529.99724,346109.7908,36079.33808,8970.493497,63334.45651,73268.33259,58289.65294,21722.32556,11911.26276,33708.71276,255849.2434,103162.0898,29663.68954,87366.32184,33589.30665,173621.3618,79686.84845,154467.1796,7391.672059,190661.3131,25735.45596,13952.42926,24196.99926,32648.64149,24613.48429,26661.72297
aboveground,2008,74698.40325,354972.9337,36764.51501,9354.355897,64944.51943,73975.43604,62062.81425,22135.208,12030.69762,34905.14435,265429.492,104755.7504,30039.62469,85824.20739,32882.59258,176440.6745,82760.304,163937.3837,7728.238243,219631.2815,26546.25628,14524.47372,24425.92678,32864.80493,26359.81606,26809.64452
aboveground,2009,76839.82152,371348.6079,37453.24654,9788.232263,66751.21346,73905.78515,65437.952,22789.94017,17342.44149,35282.47401,278335.4957,106346.253,31175.52133,83489.1789,32619.17251,178196.1605,85370.36726,173323.6949,8078.187943,254002.8845,27751.49762,15325.28651,24752.0742,32978.6493,27897.80485,26808.19802
aboveground,2010,77556.72456,373357.8607,37554.92188,9943.256554,68273.73666,74532.28942,68909.0575,23545.33662,19289.58232,35037.78946,286322.3105,107980.1796,33000.80322,80423.35296,31729.08681,182263.48,89348.8704,184355.2633,8338.842785,284868.2366,28783.3052,16123.00128,24454.76146,33128.98248,29513.34306,26805.69522
aboveground,2011,78875.26369,380841.6354,38968.24024,10342.56678,69701.0098,75476.05017,71942.54679,24250.41739,19840.12606,34809.16522,297127.1329,108838.0766,35741.56463,76870.67602,33440.25032,188119.7001,96185.99737,201167.0494,8649.245032,313204.4264,30851.16512,16639.21459,24576.2351,33896.07351,30679.03595,26791.11728
aboveground,2012,79580.07048,394864.2327,41035.55128,10684.78848,71567.21772,76954.47468,75060.67895,25477.86673,21324.71685,34536.94828,309208.6327,110840.7356,39524.06298,74559.25744,36534.68155,190401.1703,105352.6005,218901.6324,9406.128061,340839.4293,34738.04318,17516.9807,24818.4921,34725.75233,32066.43951,27560.28893
aboveground,2013,80859.53718,403443.9643,43731.86627,10805.16718,73280.95185,79193.89192,78973.02137,26826.096,21884.77181,34427.98348,318335.8591,113611.7053,44456.44547,73192.0371,39979.61897,192668.3649,112788.2868,239429.5027,10005.2466,387039.3322,38023.18895,19112.09624,25586.92974,35656.48522,32999.54415,28101.85992
aboveground,2014,83356.01489,409214.277,47248.95286,11057.88982,76965.94796,83428.53253,83829.14331,26812.49739,23092.01004,35195.33382,324810.9644,115102.146,48107.14618,71613.67192,44119.07223,195611.4704,119637.8153,261141.6047,10569.15577,426703.3317,40877.43565,20470.88724,26805.92985,36541.35764,33781.87176,29573.24884
aboveground,2015,82711.39118,408910.2979,49624.46554,11043.369,76863.76007,87280.32859,87718.05103,27629.03461,23094.7238,34929.11043,323249.7324,115679.2273,49364.54946,69973.68312,48483.77117,196237.524,124786.1684,279869.427,10980.8223,448764.816,43019.58718,22149.51221,26814.84801,36566.45043,34197.74861,31509.21514
aboveground,2016,82053.98505,408515.8823,50400,11067,80768,89050,91500,30900,23050,34700,320984.8161,115435.6503,50150,68400,50600,196050,127467,296650,11279.64786,465500,45800,24100,26832.04788,36331.71705,36300,33650
aboveground,2017,81339.80013,405681.2406,51013.4843,11126.28703,82508.23025,91839.59412,92709.41992,33869.76939,23494.17497,34549.02015,318605.8306,114056.0937,50816.53197,65627.57243,50874.08401,194828.1878,127372.103,308672.8218,11209.77602,475894.8042,45749.80802,25683.40465,26582.61132,36002.46346,36450.23303,35933.85241
aboveground,2018,80625.9517,408082.3626,50639.01258,11329.02357,82422.57239,91706.55226,93354.00987,36064.07162,25016.09437,34700.73966,316355.3231,111832.692,50936.82477,63128.89317,51445.85724,191742.6314,127264.4758,316358.6563,11088.95591,475213.9577,45703.25859,27272.07807,26314.57591,35770.54286,37814.84994,37549.66451
aboveground,2019,79842.24995,413364.3065,50239.71651,11884.91871,82343.00219,92562.21934,92870.01718,38562.80967,26055.55049,35188.54233,314264.6418,109538.3129,51314.25684,62108.81476,51863.12108,189975.5672,127116.0894,323927.7093,10963.63928,474350.8753,46376.65492,28824.73721,26027.42446,36384.28203,40372.74613,39348.07495
aboveground,2020,79073.48747,420493.322,49830.45608,12359.55918,84043.59132,94116.47374,92366.21447,41185.86813,28425.32552,36021.4932,312409.977,107185.6908,51773.23134,62244.19135,52786.2594,186743.2991,126916.9113,332898.1052,10836.67527,481870.6468,47622.84725,30591.21718,25724.52321,36526.71188,42321.12731,41261.90997
aboveground,2021,78415.93284,428910.4918,49407.07848,12977.55204,88077.81477,96168.26947,92544.55744,44055.00511,31184.8489,37184.8835,310554.6431,104781.5025,52275.49127,63101.45757,54016.44715,185669.4029,127136.277,344721.1124,10719.01457,497736.0444,50672.12485,32861.9597,25374.40664,36780.98811,43818.24298,42720.84352
aboveground,2022,77687.3666,434029.246,49007.93606,13607.41825,92359.76143,97956.62411,96747.77185,47154.23137,34932.42757,38335.84481,308159.7731,102340.0892,52877.33355,64035.9256,55236.36463,183650.0911,130533.4425,358168.3747,10596.73945,500965.5912,53499.14195,35658.27214,24993.99707,36951.81826,45632.43677,44404.95572
aboveground,2023,76884.00515,434594.3268,48579.94216,14244.08372,95999.79738,99315.33532,98640.876,50693.15506,38481.33318,39372.75292,305218.3533,99878.7531,53205.23499,64884.35123,56852.30238,182098.6032,133394.394,372620.2609,10469.98176,504353.4604,55914.92415,38961.88637,24589.83075,36907.19848,47586.0748,46076.45558
aboveground,2024,76007.67843,431645.2085,47957.84547,14858.28719,100091.3205,101757.4943,101145.3675,54334.73279,40418.1365,40358.29194,301667.6244,97491.96541,53337.62196,65035.7797,58096.78799,180665.0328,135969.8349,387321.8019,10330.31882,509909.1303,58728.2677,42695.9161,24156.7405,36700.31485,49546.95152,47693.90696
aboveground,2025,75055.98361,425764.3566,47202.73832,15455.38966,101516.9608,103968.3525,104080.9893,58214.69419,43632.32102,41286.98924,297389.7973,95157.64277,53440.43873,64853.21947,59269.68964,179073.3784,137615.531,402051.8435,10178.64303,514610.7971,61584.89016,46698.72845,23680.34445,36382.45118,51646.5476,49233.87014
aboveground,2026,74031.9531,419113.9316,46386.77297,16103.41348,103096.1858,107292.323,106836.7345,62701.80108,47103.27827,42261.16527,292432.0624,92937.828,53592.03642,64727.88123,60340.03604,177868.9344,137863.6063,418631.8093,10032.25961,520846.3612,64432.3036,50796.08618,23169.77983,36095.82915,53901.83335,50815.2539
aboveground,2027,72983.71834,411396.5889,46574.1833,16788.1007,104887.9581,111060.2924,109396.4547,67346.70018,51081.14286,43357.10967,286886.7784,90723.42109,53698.54844,64384.00707,61237.38998,175945.6607,136606.8783,436066.8178,9875.820223,525878.2461,67419.65804,54905.92067,22633.26618,35804.65395,56197.54833,52429.13735
aboveground,2028,71910.17049,404438.9194,47225.71821,17523.32981,107906.4174,112955.9751,111948.6956,72204.85789,54331.53308,44500.93759,280700.1311,88575.8609,53895.8672,63992.38334,61985.6589,174543.7474,134564.0448,454122.0955,9707.998792,526708.0334,70657.72874,58926.61288,22048.58855,35669.13485,58634.65378,54368.48888
aboveground,2029,70785.85127,400806.3593,48099.63002,18404.15125,110338.85,114838.7036,114513.5303,77369.07234,57844.0714,45667.26952,273776.2801,87149.34955,54102.16241,63550.67943,62713.69982,172728.0565,132915.8049,474100.7375,9532.589297,522370.8977,74074.77746,62808.48758,21405.8682,35631.90297,61292.88827,56651.81867
aboveground,2030,69559.55203,395118.3242,48308.18661,19468.93913,112809.0873,117217.0315,117061.5862,82775.69049,61325.03454,46927.46749,265765.5845,86229.37345,54286.8023,62917.29049,63362.93163,171011.6976,132920.4272,496384.7787,9338.5735,516519.687,77614.67703,66691.59147,20638.84456,35627.62242,64085.69401,59311.90983
aboveground,2031,68078.61269,391969.3552,48810.97461,20668.8152,115066.8772,119573.7999,119614.1029,88962.73604,65543.24069,48360.95014,257337.809,85458.07602,54640.11528,62218.18371,63899.2851,168952.9336,134628.6215,518768.3508,9140.855382,516511.3064,81257.79587,70812.37556,19791.61645,35632.24919,66903.88897,61999.15342
aboveground,2032,67560.74155,389785.9409,49609.27016,21988.69492,116998.0005,122007.2512,122282.5789,95511.87588,69709.56226,49823.04763,255125.5457,84710.60165,55077.70809,61710.54358,64321.5844,167073.8992,137760.8754,541864.548,8921.315876,516768.631,85002.38699,75248.88424,18861.57157,35671.05576,69891.9018,64810.24385
aboveground,2033,66998.82944,388220.7854,50643.67175,23528.77016,118650.7528,124921.7428,125746.6134,102786.478,74445.52061,51486.69968,255373.1994,84222.47848,55653.74966,61435.67608,64957.87199,163865.8902,141345.8545,568397.6288,8670.404587,521696.0279,88673.23588,80339.23861,18437.93087,35782.20511,73445.47544,67964.1844
aboveground,2034,66310.79106,386928.5727,51970.82594,25290.39647,120234.6956,128197.6644,130186.7268,110721.2817,79459.25215,53347.01877,256801.2763,84643.72681,56414.4762,61421.90423,65516.15172,160662.1629,145137.0402,598457.4047,8390.060401,529733.5539,92354.98883,86143.63543,18426.22432,35980.49032,77518.55495,71501.33521
aboveground,2035,66381.61477,385978.4822,53693.97825,27303.3949,121829.0348,131697.6769,135736.2884,119362.7669,84967.58332,55473.01142,261944.1219,85489.7046,57355.38627,61675.67834,66167.38361,157163.1314,149157.9368,633803.9003,8093.390423,539922.6462,96160.03328,92404.0712,18774.84028,36360.42225,82146.09171,75429.84698
aboveground,2036,66513.76504,385381.553,55732.8459,29443.04469,123081.7696,135637.056,142440.3478,128776.7429,91102.55293,57853.24847,269655.0062,84793.37443,58296.52781,61975.59547,66759.60093,154783.8811,153272.1728,676562.4934,7834.231129,552692.5802,100040.3834,98734.49946,18489.0291,36995.91604,87300.47544,79862.61045
aboveground,2037,66928.95169,385134.0546,58156.63087,31747.43928,124182.951,140068.7387,149904.6681,138912.5139,97613.82817,60507.84545,270200.7912,84143.54545,59324.92959,62070.59088,67126.35803,153713.2275,157470.8841,725177.4397,7840.793911,566356.6385,103951.2563,104872.4043,18435.30228,37846.56634,93222.75104,84730.00137
aboveground,2038,67530.42962,385361.5094,60855.999,34069.69831,125094.6824,144498.9705,157337.3286,149289.7005,104267.8425,63421.51115,270543.3834,83230.46687,60266.2325,61949.85065,67216.48643,152898.2575,160859.9357,776232.3571,7732.211195,577557.6919,108051.9456,110418.195,18384.8796,38981.53267,99499.23698,89938.27021
aboveground,2039,68725.74795,385779.6686,63714.839,36333.02693,125989.3147,149124.3749,164719.4608,160009.8957,110855.9444,66464.80021,271321.3403,82170.20726,60925.45572,61671.38214,67261.3923,150935.0859,163343.2675,829459.5961,7662.225157,586589.297,112365.9692,115356.8253,18360.86082,40387.73853,106244.2661,95494.8597
aboveground,2040,69340.67135,387111.2771,66755.57242,38485.2349,126945.0917,154229.7798,172497.0317,170915.6556,116920.9563,69533.19422,272978.8896,81401.23466,61442.97908,61279.76651,66932.45184,148575.3941,164627.6761,884312.4829,7660.533766,594739.3562,117019.5012,119929.9474,18501.54689,42091.76773,113722.8162,101553.8043
aboveground,2041,69190.29833,391165.1207,69968.37138,40555.07791,127354.2732,159300.5215,181173.1691,183483.196,124002.1439,72620.93588,276387.0441,80580.88603,61867.01152,61179.09204,67037.89098,147549.6435,165258.8231,934968.6676,7693.680606,601520.5969,121714.7895,124409.873,18670.02255,43913.29693,121980.8071,107836.4671
aboveground,2042,69609.00405,397767.7816,73412.4607,42527.71055,127984.566,165035.2465,191813.3631,196399.7738,130777.6826,75603.82293,282291.4245,80141.39572,62263.67985,61198.03899,67235.44443,145721.8048,166820.4068,988511.5984,7760.665366,606933.2198,126561.897,128493.7103,18869.34529,45977.79065,131006.4118,114842.3945
aboveground,2043,70299.34943,407031.3922,76989.70221,44319.01433,128651.6036,171242.1861,203912.9478,209640.5507,136744.9466,78292.3805,290292.8467,79880.54419,62479.75827,61157.7704,67334.8673,143523.8455,168828.6303,1043924.239,7839.007769,610849.7142,131322.8553,131604.5889,19079.9447,48156.65329,140427.6016,122580.8308
aboveground,2044,71028.98579,418635.4199,80707.05561,45925.11599,129173.6925,177671.6902,216776.8665,223723.2858,142582.5528,80539.13724,300337.9048,79702.37311,62573.26287,61017.39734,67491.48838,141099.3292,171058.6789,1099237.598,7928.928354,613184.3677,135918.6973,134040.132,19321.85585,50406.61798,150010.161,130921.4751
aboveground,2045,71870.14662,432396.2398,84689.86307,47431.42278,129841.3812,184552.7379,229934.2892,239425.3115,149040.2486,82625.1558,313043.1958,79649.58671,62603.46536,60948.49708,67706.91067,137915.6224,174043.6318,1153605.978,8050.096355,614183.1434,140395.6104,135910.3683,19563.45658,52681.8906,159873.2139,140031.3728
aboveground,2046,72981.46891,448190.7327,88808.26521,48913.06599,130546.2986,191889.568,242313.05,257004.713,156177.4093,84690.71065,327840.3467,79742.77315,62605.99562,60985.4232,67727.03812,135256.1198,177400.6845,1207025.58,8211.813011,614431.3049,144545.0483,137358.1807,19793.6284,54916.03775,170085.1362,150164.7677
aboveground,2047,74234.8621,465352.3041,93045.06091,50391.17489,131249.2093,199491.8088,252744.4479,276874.7046,164053.9367,86786.738,343289.516,79745.7514,62640.42701,61019.33986,67345.03908,133981.0866,179698.7324,1259100.686,8406.539607,613320.5934,148153.9956,138440.6431,20012.04709,56981.95498,180629.0582,161375.7583
aboveground,2048,75802.82297,484312.5397,97371.94613,51920.88967,131997.802,207377.4695,261625.0833,298971.0018,172719.093,89084.41933,358327.2692,79797.4311,62747.24101,61149.88755,66645.8684,131991.6851,181627.6348,1310491.422,8637.957065,611649.1742,151586.5835,139368.3966,20173.86838,58882.78442,191543.4307,173878.0086
aboveground,2049,77624.945,504012.0267,101599.1245,53494.51751,132748.7534,215391.6424,268754.1611,322766.9715,181946.0871,91598.56138,372129.2274,79900.50981,62938.93009,61387.3836,65641.21386,129932.7907,183436.1757,1361280.902,8891.31294,609820.282,154659.2946,140183.1864,20340.42327,60522.23538,202878.7746,187704.6415
aboveground,2050,79587.41924,522663.0008,105557.0976,55028.83682,133318.3113,223043.532,273470.8165,347848.6931,191724.2926,93866.56443,383828.536,79915.81503,63146.1308,61607.48089,64273.61916,127858.0715,184865.6855,1409892.309,9143.279511,606968.5906,157085.5769,140719.8475,20515.22418,61835.32251,214348.6534,202647.7092
underground,1971,401.0500129,8334.774257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1972,636.115509,10428.37221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1973,979.3665484,12753.71413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1974,1139.131808,12078.53053,0,0,0,0,0,0,0,0,264.48036,0,0,0,0,0,0,0,0,0,0,0,0,13.2555615,0,0
underground,1975,1399.886753,12123.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161901666,0,0
underground,1976,1777.704354,14250.02088,0,0,0,0,0,0,0,0,905.9715068,0,0,0,0,0,0,0,0,0,0,0,0,17.93890061,0,0
underground,1977,2023.860596,16311.3636,0,0,0,0,0,0,0,0,1553.497911,0,0,0,0,0,0,0,0,0,0,0,0,30.76967068,0,0
underground,1978,2387.48676,19083.67984,0,0,0,0,0,0,0,0,2233.923306,0,0,0,0,0,0,0,0,0,0,0,84.69079915,19.8027821,0,0
underground,1979,2722.304147,20625.58934,0,0,0,0,0,0,0,0,3178.081552,0,0,0,0,0,0,0,0,0,0,0,182.5530098,58.19605583,0,0
