type,years,Canada,USA,Mexico,Central America,Brazil,Rest of South America,Northern Africa,Western Africa,Eastern Africa,South Africa,Western Europe,Central Europe,Turkey,Ukraine region,Central Asia,Russia Region,Middle East,India,Korea,China,South Eastern Asia,Indonesia Region,Japan,Oceania,Rest of South Asia,Rest of Southern Africa
aboveground,1992,63431.18384,275510.8399,19243.36181,4069.02619,32628.88175,37589.60711,21807.94749,14318.27653,7754.645379,23647.96791,187078.427,70659.64488,14643.4034,88910.65328,37138.13437,166682.8008,27723.75079,62986.92468,3093.300316,50284.23768,7412.458199,3742.507916,17426.33754,21194.41493,12451.56673,12717.53989
aboveground,1993,64678.6059,288409.0012,19997.75887,4137.755045,34108.4034,40420.29642,23018.21691,14242.60478,8201.798745,24055.77767,190436.7298,70075.95572,16258.85085,89999.21584,37034.88848,170008.4942,28918.50565,66881.61127,3244.163604,54491.01011,8351.56915,4021.624367,18052.76887,21485.47608,13135.45297,12659.55065
aboveground,1994,64679.89716,300713.7478,20808.86564,4286.094414,35049.95599,43677.68489,24571.18478,14166.9332,8414.657227,24538.57824,192472.3957,69661.90601,16527.60583,91272.29237,37764.53494,172190.5397,30616.15643,76156.29133,3420.475979,61879.09593,9486.006441,4377.591622,18470.91392,22239.79404,14881.14565,12601.55935
aboveground,1995,64958.30322,317151.0782,21768.62606,4542.470748,36460.67925,45795.83317,26108.19595,14392.13986,8689.500051,25861.67166,193509.1947,71571.09313,17545.31401,92334.30837,37446.63755,174097.0066,32471.81355,80427.22297,3730.189516,70009.29955,10495.81239,4876.728488,18827.67913,23249.31268,15596.96782,12543.57062
aboveground,1996,68650.44004,325765.2094,23617.18798,4878.754887,37958.91216,48052.58819,29047.20893,14968.17496,9311.697084,27184.75697,197336.1255,73806.46462,19627.63704,93396.33542,37128.73013,174477.8455,35413.18748,86134.42721,3917.446242,74697.8687,11686.67883,5121.380785,19670.56214,24294.94299,16137.40289,12633.2676
aboveground,1997,68981.48125,320249.1105,24473.79809,5269.14782,39633.61476,51875.95401,31077.28284,15119.96957,9453.611301,28424.94996,202023.6438,75135.54432,20159.52329,92700.53247,36810.82271,172795.9719,38553.16259,97179.43367,4283.212196,80413.4807,12533.89901,5568.316212,20308.25736,25493.50163,16549.29064,12806.21828
aboveground,1998,69306.40413,315294.0757,25664.4296,5547.609623,41215.26293,53225.0195,32290.2833,15474.43332,9973.154983,29095.00567,207564.2993,76916.10467,21504.90774,93659.1483,36492.92532,172322.4174,42698.10787,106891.9353,4951.717351,87139.67265,13513.20131,6550.555079,21289.04079,26675.6263,16717.82483,15992.48068
aboveground,1999,69305.19723,310808.9106,27456.79753,5965.665858,41351.72693,54114.62523,34178.54936,15828.89691,10482.52326,29690.06908,213356.8535,79541.43972,21949.26109,92963.34535,36175.0179,172155.0369,46705.92307,115355.6632,5364.654868,89211.81607,14876.0376,7424.399964,21916.80912,27454.0103,16897.35223,17380.32716
aboveground,2000,70701.0657,311659.609,28440.23666,6147.597566,43676.11692,56405.12254,35340.98284,16152.60513,10828.56828,29444.84114,221228.1085,81840.06896,22266.03248,92267.55143,35857.11047,171995.1115,50425.26849,122597.8304,5600.938609,92397.95522,16088.55804,8730.437974,22028.62605,28252.31015,17761.12122,20149.37751
aboveground,2001,70146.4437,319796.3532,29338.73769,6263.055183,44495.91345,57052.60977,36197.85304,16737.88586,11169.65719,29200.37262,225305.6246,83568.41228,23452.06188,91602.90994,35539.21309,172056.4029,53964.78127,127590.6385,5922.490407,97028.75491,17040.73368,9936.196354,22297.27958,28854.46462,18311.94174,21242.01125
aboveground,2002,71110.69886,327352.7569,30235.80597,6542.565281,45785.60488,59472.29399,38550.29509,17934.06032,11509.60159,28958.23466,230065.0549,86839.97906,24585.20494,90916.96644,35221.30566,171970.377,58415.45163,128247.3957,6186.583533,105676.1133,18464.92613,10880.59385,22566.89904,29195.01871,19274.76563,22366.94988
aboveground,2003,71912.99087,333296.5789,30936.25371,6901.177435,49019.15055,61869.74866,41440.57278,18503.98579,11684.07739,28879.26159,233376.7395,90236.63066,25851.8531,90229.19785,34903.39824,171373.335,62904.45893,130243.7569,6334.427651,117318.4112,20079.46287,11694.91359,22724.0898,29929.15221,20008.83938,23590.32089
aboveground,2004,71783.83294,338265.39,32475.31885,7136.455794,51218.64829,66357.16212,45717.8676,19524.68929,11686.69405,29615.08471,237730.3936,93394.23126,27118.59731,89551.38246,34585.49082,171564.9761,68515.53921,134619.996,6431.932802,130365.4681,21844.93918,12362.05781,23163.75013,30922.88289,20934.49736,25452.67592
aboveground,2005,72243.50143,342223.5321,33755.24392,7730.143693,54807.55521,69754.30846,49964.33037,20536.49293,11674.81864,30993.63902,243689.7761,97262.29602,28461.49301,88861.29513,34267.59343,171150.282,73265.2431,140587.5801,6751.633337,148598.2026,23540.14207,12654.58738,23832.95487,31648.63996,21436.79618,25744.79996
aboveground,2006,72891.69777,343516.6292,34704.29675,8366.004348,58947.46132,72861.16726,54034.71015,21362.33973,11791.22769,32350.0718,249563.8888,100981.4456,29049.73567,88113.22053,33927.33784,170410.1324,76834.98294,147777.1796,7116.197758,167619.2698,24970.45424,13220.74854,24182.84351,32074.60917,22550.90785,26010.05568
aboveground,2007,73529.99724,346109.7908,36079.33808,8970.493497,63334.45651,73268.33259,58289.65294,21722.32556,11911.26276,33708.71276,255849.2434,103162.0898,29663.68954,87366.32184,33589.30665,173621.3618,79686.84845,154467.1796,7391.672059,190661.3131,25735.45596,13952.42926,24196.99926,32648.64149,24613.48429,26661.72297
aboveground,2008,74698.40325,354972.9337,36764.51501,9354.355897,64944.51943,73975.43604,62062.81425,22135.208,12030.69762,34905.14435,265429.492,104755.7504,30039.62469,85824.20739,32882.59258,176440.6745,82760.304,163937.3837,7728.238243,219631.2815,26546.25628,14524.47372,24425.92678,32864.80493,26359.81606,26809.64452
aboveground,2009,76839.82152,371348.6079,37453.24654,9788.232263,66751.21346,73905.78515,65437.952,22789.94017,17342.44149,35282.47401,278335.4957,106346.253,31175.52133,83489.1789,32619.17251,178196.1605,85370.36726,173323.6949,8078.187943,254002.8845,27751.49762,15325.28651,24752.0742,32978.6493,27897.80485,26808.19802
aboveground,2010,77556.72456,373357.8607,37554.92188,9943.256554,68273.73666,74532.28942,68909.0575,23545.33662,19289.58232,35037.78946,286322.3105,107980.1796,33000.80322,80423.35296,31729.08681,182263.48,89348.8704,184355.2633,8338.842785,284868.2366,28783.3052,16123.00128,24454.76146,33128.98248,29513.34306,26805.69522
aboveground,2011,78875.26369,380841.6354,38968.24024,10342.56678,69701.0098,75476.05017,71942.54679,24250.41739,19840.12606,34809.16522,297127.1329,108838.0766,35741.56463,76870.67602,33440.25032,188119.7001,96185.99737,201167.0494,8649.245032,313204.4264,30851.16512,16639.21459,24576.2351,33896.07351,30679.03595,26791.11728
aboveground,2012,79580.07048,394864.2327,41035.55128,10684.78848,71567.21772,76954.47468,75060.67895,25477.86673,21324.71685,34536.94828,309208.6327,110840.7356,39524.06298,74559.25744,36534.68155,190401.1703,105352.6005,218901.6324,9406.128061,340839.4293,34738.04318,17516.9807,24818.4921,34725.75233,32066.43951,27560.28893
aboveground,2013,80859.53718,403443.9643,43731.86627,10805.16718,73280.95185,79193.89192,78973.02137,26826.096,21884.77181,34427.98348,318335.8591,113611.7053,44456.44547,73192.0371,39979.61897,192668.3649,112788.2868,239429.5027,10005.2466,387039.3322,38023.18895,19112.09624,25586.92974,35656.48522,32999.54415,28101.85992
aboveground,2014,83356.01489,409214.277,47248.95286,11057.88982,76965.94796,83428.53253,83829.14331,26812.49739,23092.01004,35195.33382,324810.9644,115102.146,48107.14618,71613.67192,44119.07223,195611.4704,119637.8153,261141.6047,10569.15577,426703.3317,40877.43565,20470.88724,26805.92985,36541.35764,33781.87176,29573.24884
aboveground,2015,82711.39118,408910.2979,49624.46554,11043.369,76863.76007,87280.32859,87718.05103,27629.03461,23094.7238,34929.11043,323249.7324,115679.2273,49364.54946,69973.68312,48483.77117,196237.524,124786.1684,279869.427,10980.8223,448764.816,43019.58718,22149.51221,26814.84801,36566.45043,34197.74861,31509.21514
aboveground,2016,82053.98505,408515.8823,50400,11067,80768,89050,91500,30900,23050,34700,320984.8161,115435.6503,50150,68400,50600,196050,127467,296650,11279.64786,465500,45800,24100,26832.04788,36331.71705,36300,33650
aboveground,2017,81339.80013,405681.2406,51013.4843,11126.28703,82508.23025,91839.59412,92709.41992,33869.76939,23494.17497,34549.02015,318605.8306,114056.0937,50816.53197,65627.57243,50874.08401,194828.1878,127372.103,308672.8218,11209.77602,475894.8042,45749.80802,25683.40465,26582.61132,36002.46346,36450.23303,35933.85241
aboveground,2018,80625.9517,408082.3626,50639.01258,11329.02357,82422.57239,91706.55226,93354.00987,36064.07162,25016.09437,34700.73966,316355.3231,111832.692,50936.82477,63128.89317,51445.85724,191742.6314,127264.4758,316358.6563,11088.95591,475213.9577,45703.25859,27272.07807,26314.57591,35770.54286,37814.84994,37549.66451
aboveground,2019,79842.24995,413364.3065,50239.71651,11884.91871,82343.00219,92562.21934,92870.01718,38562.80967,26055.55049,35188.54233,314264.6418,109538.3129,51314.25684,62108.81476,51863.12108,189975.5672,127116.0894,323927.7093,10963.63928,474350.8753,46376.65492,28824.73721,26027.42446,36384.28203,40372.74613,39348.07495
aboveground,2020,79073.48747,420493.322,49830.45608,12359.55918,84043.59132,94116.47374,92366.21447,41185.86813,28425.32552,36021.4932,312409.977,107185.6908,51773.23134,62244.19135,52786.2594,186743.2991,126916.9113,332898.1052,10836.67527,481870.6468,47622.84725,30591.21718,25724.52321,36526.71188,42321.12731,41261.90997
aboveground,2021,76961.19371,423387.1052,48340.62646,12787.2177,86401.007,94194.37795,90582.85273,43391.58756,30706.92861,36514.29963,307795.7638,102716.8973,51331.76892,61840.56588,52922.25016,181243.6401,124201.1092,339596.364,10480.88988,490178.1311,49674.97803,32413.07966,24921.50884,36253.83576,43022.24213,41953.01421
aboveground,2022,74795.06771,423735.8565,46876.65407,13245.02291,88989.69604,94004.87561,92879.80238,45870.14359,33963.61807,37045.63162,302626.6537,98252.644,51022.42725,61615.86532,53082.11676,174874.8198,124661.2636,347993.0911,10124.35179,486046.5656,51575.75957,34874.69416,24095.1654,35948.95339,44062.79716,42883.80115
aboveground,2023,72571.08555,419931.5685,45385.68916,13728.51939,90926.0566,93383.275,92981.11393,48844.90865,37013.14651,37511.1808,296886.9761,93812.17102,50478.38914,61351.98597,53669.5808,169054.3015,124583.7201,357489.0191,9767.367439,482459.0466,53159.86028,37974.12212,23251.8454,35469.48607,45268.88859,43815.08185
aboveground,2024,70291.46456,412788.1668,43714.05264,14208.94362,93299.9059,93837.76814,93831.67972,51972.87154,38450.72683,37971.89671,290496.0353,89489.80152,49767.97095,60412.38635,53895.76144,163438.672,124219.4408,367326.4517,9401.6596,481507.7919,55253.33264,41631.04585,22386.26926,34862.88878,46512.77019,44706.4689
aboveground,2025,67952.25735,402796.2875,41923.05311,14694.33734,93020.90106,94064.73287,95251.80824,55395.29789,41165.85975,38419.33065,283323.4388,85262.11637,49066.00685,59160.47543,54071.44774,157751.1416,122925.348,377266.6345,9028.316598,480130.4564,57491.77834,45661.59094,21484.36596,34178.53575,47937.45672,45537.08496
aboveground,2026,65545.02535,392075.6793,40080.20258,15257.48481,92887.96374,95467.62504,96590.7909,59463.54462,44144.30021,38955.89297,275390.1364,81183.59384,48454.22611,58017.88892,54166.14591,152557.1337,120234.9959,389107.6122,8662.428699,480662.0078,59808.43459,49861.99134,20554.81193,33562.26117,49575.44573,46430.68288
aboveground,2027,63118.03962,380491.5876,39236.53244,15885.83359,92993.57531,97401.9624,97798.12261,63737.66103,47655.67543,39654.28005,266727.2207,77147.03052,47828.50157,56699.42836,54106.19115,146724.9754,116042.4928,401911.2057,8290.213546,480283.6806,62352.70588,54121.6866,19606.05717,32979.83169,51318.27764,47375.32607
aboveground,2028,60664.57612,370146.162,38891.75156,16595.82157,94359.61122,97625.37286,99064.37626,68274.3012,50468.29451,40441.89349,257198.3752,73202.33432,47325.65588,55401.63059,53901.29099,141581.5805,111079.0402,415606.2701,7909.317654,475727.8215,65249.47378,58317.58118,18616.65105,32613.0836,53272.6787,48680.02837
aboveground,2029,58141.08003,363523.9313,38800.5515,17488.56843,95222.55918,98127.53054,100453.3195,73172.76976,53583.62849,41318.01843,246591.2327,69955.87102,46862.57904,54124.96032,53688.26016,136123.4756,106587.5503,431722.7873,7523.84614,466151.5011,68400.48253,62397.34349,17577.18503,32390.3774,55521.50423,50374.05831
aboveground,2030,55496.10361,356173.0588,38150.0069,18606.76572,96213.40269,99407.07181,102028.639,78377.84158,56683.83623,42367.96356,234431.3822,67154.3509,46470.57474,52740.08749,53398.36725,130900.5679,103767.0495,450797.3241,7123.082745,455269.3967,71759.03995,66520.3954,16423.76141,32230.12394,57984.52902,52501.93313
aboveground,2031,52557.67748,352395.0108,37953.22186,19900.74256,97088.25411,100866.0214,103887.9289,84423.93868,60552.41789,43680.09929,221354.0579,64495.56098,46428.16678,51353.99519,52985.02652,125323.7508,102653.7663,470875.4098,6718.768464,450327.796,75302.02376,70938.69858,15193.88747,32083.67261,60555.35577,54721.9769
aboveground,2032,50581.36183,350158.296,38202.37422,21351.57783,97667.70729,102570.7846,106180.2582,90910.70567,64377.5153,45150.84211,215988.7323,61842.17952,46720.80835,50224.90671,52442.38949,120002.7814,102979.5338,492778.1574,6294.537984,447438.0521,78994.34398,75738.95973,13886.86704,32001.21544,63378.52318,57134.74809
aboveground,2033,48521.8313,349105.6339,38915.92405,23071.66337,98002.25375,104981.8679,109657.8802,98236.03811,68854.3014,46985.71754,214317.6008,59489.30829,47464.59481,49380.45501,52138.0219,113341.3381,103776.2797,519395.5939,5839.038998,451852.6413,82666.41178,81262.77153,13125.1127,32106.28069,66886.82019,59982.82604
aboveground,2034,46289.67964,348839.9672,40217.20946,25056.69474,98170.75065,107806.91,114393.0692,106313.8099,73647.30547,49151.99811,215086.3586,58457.37703,48658.7124,48865.40357,51747.26358,106735.097,104798.8859,550675.6814,5350.886885,462318.8912,86432.234,87530.88459,12831.2546,32486.6154,70998.34209,63296.84849
aboveground,2035,44992.97523,349421.7554,42233.77514,27324.29662,98295.86909,110947.591,120385.6365,115182.6402,78991.30609,51766.54174,221766.3817,58352.78482,50172.20131,48711.49459,51462.39199,99857.24834,106071.4777,588302.3713,4848.559525,478419.8666,90376.01691,94237.98238,13120.62647,33330.4968,75706.94009,67072.81626
aboveground,2036,43862.50124,351176.4961,44825.25404,29736.58077,98033.02293,114667.9561,127558.6372,124897.6469,85016.34988,54805.22071,233561.8343,56017.59007,51642.66316,48699.33667,51127.82052,94062.17966,107445.6212,633685.5605,4408.930737,499817.4395,94439.29579,100951.0031,12679.73849,34710.33982,80953.29277,71417.12762
aboveground,2037,43236.35224,354828.5672,48059.9079,32317.02682,97572.87647,119112.7027,135588.2287,135417.8855,91453.98604,58233.28589,235352.6903,53984.6409,53172.94129,48531.80362,50628.62334,89629.8084,108924.2457,684877.4078,4366.192587,523398.9224,98588.41021,107403.3025,12603.84457,36527.15108,86970.19504,76242.87108
aboveground,2038,43072.46011,360793.0451,51733.149,34901.39941,96886.03152,123676.5392,143770.9998,146234.1964,98052.62497,61929.18582,238884.8594,51722.24438,54503.02713,48104.31443,49825.81859,85495.93496,109616.7395,737960.4218,4187.537036,543717.4242,102943.613,113203.9343,12477.46356,38781.77282,93323.36597,81446.63087
aboveground,2039,44000.99331,369171.3489,55699.79341,37409.60285,96192.77814,128671.0794,152414.4896,157458.3772,104581.3875,65704.12212,243616.7406,49566.90917,55415.65213,47407.75316,48964.73234,80298.87761,109445.8865,792736.477,4131.473235,560054.8937,107524.0431,118362.0981,12615.92848,41422.15058,100169.934,87054.51835
aboveground,2040,44332.28707,380917.9573,59987.3343,39788.55827,95629.96618,134468.0648,162241.5202,168900.7256,110529.3915,69422.45183,251712.2827,48178.05005,56136.05475,46444.70584,47707.84251,74787.91278,108128.6019,848864.7512,4234.008479,573414.7747,112464.7808,123117.6428,13052.59748,44450.67662,107811.1752,93243.58096
aboveground,2041,44210.65682,397430.4176,64584.20148,42059.57357,94661.52783,140695.3282,173930.2737,181945.8352,117352.1735,73064.08289,264133.9617,47222.71695,56809.34678,45575.18377,46821.10542,70520.31009,106161.6931,901535.1309,4440.981132,583805.6535,117531.5029,127750.3058,13554.77894,47739.83938,116320.1682,99766.91248
aboveground,2042,45259.17708,417924.8156,69508.82424,44219.92288,94076.68168,148055.9456,188243.3643,195340.1386,123842.8279,76539.26021,280537.8358,47226.66101,57492.87503,44754.64807,46024.47198,65493.98453,105199.9042,957349.2427,4750.921069,591776.451,122824.1046,131960.6715,14087.65018,51364.99483,125652.1109,107122.693
aboveground,2043,46909.22146,441953.2215,74605.5809,46182.15814,93653.28522,156259.1701,204194.4947,209040.3272,129436.1891,79661.60629,300170.8341,47832.71561,57966.75207,43842.45816,45121.99963,60137.64012,104745.6191,1015226.65,5126.730506,597568.8603,128112.6627,135153.3589,14603.11557,55106.99637,135393.0253,115329.8576
aboveground,2044,48684.71218,468939.9932,79811.23247,47941.92876,93161.32486,164898.0348,220616.9106,223595.455,134890.0332,82326.25526,322596.1386,48931.66207,58239.75197,42845.20589,44359.44901,54579.80967,104553.3272,1073057.423,5555.025293,601489.5135,133284.442,137624.4147,15077.07315,58825.31336,145287.2875,124240.5034
aboveground,2045,50742.37735,498789.9997,85196.29849,49594.9065,92998.3268,174216.0593,236817.7467,239837.2612,141048.8325,84884.4803,348230.0222,50419.00619,58401.84476,41933.36196,43816.10264,48323.76782,105167.9679,1129974.735,6057.704662,604073.0259,138352.7224,139494.4717,15605.96444,62450.261,155466.7282,134035.2471
aboveground,2046,53135.24975,531626.7806,90610.87232,51220.11844,92922.1637,184097.4845,251591.524,258034.9975,147979.5506,87476.77527,375680.1887,52188.71855,58519.72662,41105.32026,43266.81635,42554.34965,106181.7987,1185879.85,6631.277414,605541.0173,143045.7599,140904.8078,16109.54903,65875.85624,165997.9497,144956.5522
aboveground,2047,55866.30839,566747.9282,96033.16185,52839.76268,92849.61457,194257.5883,263857.6716,278614.5245,155748.52,90149.64109,402887.6585,53828.07713,58675.79046,40296.12026,42522.54505,38120.88322,106198.6562,1240261.09,7272.326428,605397.5659,147088.1225,141908.8781,16601.60617,68972.28845,176868.2839,157043.2213
aboveground,2048,59152.83203,604047.8704,101489.2096,54512.21807,92833.08657,204663.6348,274139.0183,301492.6983,164405.4211,93064.33895,428608.7194,55517.20355,58979.31209,39652.02568,41655.05994,33074.73093,105880.5447,1293745.221,7991.638638,604709.9209,150793.8343,142722.9758,17072.58139,71746.15689,188119.9492,170488.5582
aboveground,2049,62943.94961,641297.3044,106808.5227,56227.66751,92803.30576,215072.4804,282320.4885,326104.5309,173691.4842,96191.73281,451574.7773,57129.49653,59455.17716,39213.85885,40579.55675,28004.61408,105486.4297,1346294.57,8771.773445,603912.1827,153971.7841,143395.7473,17566.39858,74129.67353,199801.3705,185301.7655
aboveground,2050,66988.2809,675341.6507,111786.217,57897.96953,92491.41291,224873.9157,287745.1488,352009.2372,183591.5077,99025.98162,470762.2362,58352.71769,60007.09082,38788.83171,39052.85319,22926.8998,104733.5127,1396232.175,9563.897525,601845.5042,156345.2776,143764.1631,18048.69863,76064.56949,211607.6379,201243.129
underground,1971,401.0500129,8334.774257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1972,636.115509,10428.37221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1973,979.3665484,12753.71413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
underground,1974,1139.131808,12078.53053,0,0,0,0,0,0,0,0,264.48036,0,0,0,0,0,0,0,0,0,0,0,0,13.2555615,0,0
underground,1975,1399.886753,12123.2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161901666,0,0
underground,1976,1777.704354,14250.02088,0,0,0,0,0,0,0,0,905.9715068,0,0,0,0,0,0,0,0,0,0,0,0,17.93890061,0,0
underground,1977,2023.860596,16311.3636,0,0,0,0,0,0,0,0,1553.497911,0,0,0,0,0,0,0,0,0,0,0,0,30.76967068,0,0
underground,1978,2387.48676,19083.67984,0,0,0,0,0,0,0,0,2233.923306,0,0,0,0,0,0,0,0,0,0,0,84.69079915,19.8027821,0,0
underground,1979,2722.304147,20625.58934,0,0,0,0,0,0,0,0,3178.081552,0,0,0,0,0,0,0,0,0,0,0,182.5530098,58.19605583,0,0
